id,title,content,thank_count,customer_id,rating,created_at,customer_name,purchased_at
,Bình thường,"Dù che nắng tốt, che mưa cũng ok không bị thấm nước, gấp to nhỏ đúng theo mô tả, nhưng khung xương lại không quá quá cứng, mình đi mưa gặp gió lớn cái gãy luôn 2 khung xương. Phần nút bấm thì sau 2-3 tháng dùng thì bị lỗi bấm dù không bung mà chỉ dài ra và phải dùng rất nhiều lực tay, dù khi đẩy vào thì sẽ rất là khó cho các bạn nữ vì phải đẩy mạnh vcl. Nch là ổn nhưng cần hoàn thiện hơn",0,14004222,3,1664457011,ngô trung hiếu,1650217012
,Cực kì hài lòng,"Lần đầu trải nhiệm mua hàng trên Tiki khá ưng ý. Sau vài lần mua hàng giá rẻ mà k ngon với bổ lắm nên quyết định lên Tiki mua hàng vì bạn bè cứ giới thiệu bên này mua uy tín lắm. Thấy sản phẩm ô của DandiHome cũng hơi phân vân vì giá nhưng vẫn quyết định mua vì thấy có thêm thông tin bảo hành 6 tháng cũng yên tâm. Trc mình cũng có mua 2 em ô tự động kiểu này rồi, giá cũng chỉ 150 200k gì đó mà bấm bấm vài cái thì vứt xó luôn do cái nút bấm được đơ ra không thấy  nhúc nhích nữa. Đọc review thấy hơi hoang mang do thỉnh thoảng lại chồi lên 1 đánh giá 1-2 sao mà thấy tiki vag shop cũng nhiệt tình trả lời bên dưới để đổi hàng lỗi nên lại càng quyết tâm mua thử. Giao hàng Tiki siêu nhanh vừa đặt hôm trước đến hôm sau đã nhận được hàng ngay, anh shiper gọi mà mình phải mất 1 lúc mới nhớ ra đơn hàng nào vì giao tới sớm quá ;))  Đóng gói sản phẩm cẩn thận nhìn đã ưng cái bụng :D Thêm anh shiper nhiệt tình chờ mình khá lâu vì giao tới đúng lúc mình đang cho bé ở nhà ăn mà xuống vẫn thấy tươi cười hớn hở. Sản phẩm điểm 10 thì anh ship phải được 11 điểm :D Sẽ tiếp tục trải nhiệm mua hàng tại Tiki, cám ơn  Tiki và shop nhé. Có mua thêm thử cả búa để đập thịt của shop thấy khá chắc chắn, nhưng chưa thử sử dụng. Dùng xong sẽ review thêm :D",13,16033636,5,1606013941,Đặng trà my,1605671273
,Dù rất ok,"Dù đẹp, khung xương chắc chắn, vải dù 2 lớp. Hình mình chụp auto đẹp không cần chỉnh sửa gì hết nha :) dù cầm hơi nặng tay thật nhưng...có như vậy thì gió giật mới đỡ bay chứ nhỉ :D 260k cũng đáng tiền đấy. Thêm cái cậu shipper quá ư dễ thương, tính cho 6 sao mà thôi :)))",24,1779875,5,1596770148,Trần Phương Thảo,1595858445
,Rất không hài lòng,"Rất rất không hài lòng, sản phẩm quá kém chất lượng. Vừa nhận hàng, mở ra dùng, dù bung ra cán dù văng luôn, may không bị chấn thương",0,12998581,1,1680694133,Mr Thanh,1680587948
,Bình thường,"quay để gửi video cho các bạn trải nghiệm sau coi mà ko thấy được up video
ô này dày dặn chắc chắn nhưng nếu sử dụng với mục đích đi ô tô dùng để lúc vào xe ô sẽ ngược lên trên thì ko tiện chút nào
Mình hất mỏi tay mấy lần mãi ô mới ngược lên trên được, hơn nữa khi đóng ô vào chỉ có thể thu vào chứ phải đẩy mỏi tay cho rút ngắn lại, như mình nói sp chắc chắn nên lúc này chiều dài sẽ vướng trong xe
Mưa mà sử dụng và xử lý em ô này thì ướt hết",0,23448860,3,1665145385,Yen Nguyen,1664583279
,Cực kì hài lòng,"Ui, giao hàng cực nhanh nè. Đóng gói rất cẩn thận, thêm nhãn “hàng rất dễ vỡ” dễ thương quá. Chất lượng tốt, vải dày, khung chắc chắn. Tuổi thọ thì phải thời gian dùng mới biết.",0,1459542,5,1662949143,Trần Đức Dũng,1662691495
,Cực kì hài lòng,"Giao hàng rất nhanh, đóng gói 1 nhìn phát biết chuyên nghiệp",0,12926611,5,1688574737,Nguyễn Điền Thái Hưng,1688488513
,Cực kì hài lòng,,0,6625594,5,1686321787,Nguyễn Toàn,1685377096
,Cực kì hài lòng,,0,13349345,5,1686054760,Huỳnh Thị Bích Mai,1679813434
,Cực kì hài lòng,,0,10078813,5,1684398720,pham nhat tao,1684236198
,Cực kì hài lòng,,0,1527329,5,1681912999,Lương Trúc Quỳnh,1679815917
,Hài lòng,,0,17258134,4,1669260321,Tue Bui,1668524010
,Cực kì hài lòng,"Giao hàng rất nhanh, đóng gói 1 nhìn phát biết chuyên nghiệp",0,12926611,5,1688574737,Nguyễn Điền Thái Hưng,1688488513
,Cực kì hài lòng,,0,6625594,5,1686321787,Nguyễn Toàn,1685377096
,Cực kì hài lòng,,0,13349345,5,1686054760,Huỳnh Thị Bích Mai,1679813434
,Cực kì hài lòng,,0,10078813,5,1684398720,pham nhat tao,1684236198
,Cực kì hài lòng,,0,1527329,5,1681912999,Lương Trúc Quỳnh,1679815917
,Hài lòng,,0,17258134,4,1669260321,Tue Bui,1668524010
,Cực kì hài lòng,"Mua hàng chiều ngày 06/03/2023. Nhận hàng sáng ngày 07/03/2023
Ly màu hồng có hoạ tiết giá 272,000
Ly màu đen giá 233,000
Giảm giá được 20,000
Hôm nay nhận 2 ly này là ly thứ 6 rồi. Nắp cải tiến so với mẫu cũ khá tiện lợi vì chỉ cần bật qua phải + nhấn là mở nắp. 
Có 1 vấn đề nhỏ là nếu miếng lò xo ở nắp gãy hoặc rỉ sét thì khi mở nắp chắc phải xoay mở luôn nắp bự ra mới uống đc. 
Chất lượng giữ nhiệt với mình là ổn.
Vỏ ly dễ trầy xước nếu bị rơi, va đập.
Hàng của Look & Look thì đẹp, chất lượng. Tiki giao hàng nhanh. Mình đánh giá 5⭐️ và sẽ mua tiếp những lần sau.",1,15199299,5,1678169471,Sương Hoa,1678086801
,Cực kì hài lòng,"Hôm qua mình mua 1 bình về vợ thấy thích quá. Nên đặt thêm cho vợ 1 bình nữa, mà sáng nay đã giao rồi, Tiki quá tuyệt vời luôn. Gói hàng chắn chắc, shipper thân thiện nữa. Không có chỗ nào chê luôn. 5 sao cho Tiki nha ❤
Nhưng mình hỏi xíu, là bình mình nhận thì nó có hơi hở với không kín. Không biết có thể khắc phục bằng cách nào không?",15,26562777,5,1656514886,Tùng Phạm,1656424950
,Rất không hài lòng,"Cũng là shop tick xanh uy tín chứ không phải là nơi bán hàng lẻ nào nhỏ cả, nhưng mà thật sự rất thất vọng khi nhận được hàng, sản phẩm đóng không kín nước đổ ra không biết làm cách nào khắc phục, giá cả cũng không hề rẻ so với mặt bằng chung sản phẩm, nhưng nhận lại là sự chăm sóc khách hàng không có tâm trong khi là 1 shop có uy tín, nếu sản phẩm đã không tốt sẵn thì tại sao không thẩm định trước khi bán?? Thôi coi như là 1 bài học, mong shop sẽ có khắc phục chứ như vầy rất thất vọng về sản phẩm",3,27287248,1,1652626350,rosa bt,1650598009
,Cực kì hài lòng,"Tiki giao hàng nhanh và đóng gói cẩn thận. Về thương hiệu LocknLock, mình đã sử dụng nhiều và thương hiệu khá uy tín về chất lượng và mẫu mã. Riêng sản phẩm này thì thiết kế vừa tay và chắc, mang phong cách tối giản, đẹp và hữu dụng. Mọi người luôn ủng hộ sản phẩm của LocknLock nhé 👌👌👌",1,15658950,5,1652500873,Nguyễn Trường Tuấn,1652251916
,Hài lòng,"Tiki giao hàng siêu nhanh. Tối khuya đặt hàng, chiều hôm sau đã nhận được. 
Đúng mẫu, đúng màu. 
Tuy nhiên phần nắm gài ko đc chắc chắn, phải ấn mạnh tay mới vào và rất nhạy, đụng nhẹ nút thôi là bung nắp bật ra rồi. 
Không biết các bình khác có bị trải nghiệm tương tự ko?
Mình đã mua 1 bình thế này từ Katinat nhưng rất chắc chắn và êm tay.",0,12454289,4,1676364717,Nguyet Anh,1676311263
,Cực kì hài lòng,"Bình đẹp lắm nha mn,chưa dùng nên ko đánh giá đc độ giữ nhiệt nhưng bình cầm rất ổn, chắc tay. Mình có gói TikiNow nên đặt buổi tối là 8h30 sáng hôm sau nhận hàng luôn, chưa bao giờ mua hàng online mà trải nghiệm tuyệt vời vậy luôn!",1,24835127,5,1644284475,Nam Phạm,1644235884
,Cực kì hài lòng,"Bình rất nhẹ, giữ nhiệt tốt, lớp ngoài nhám cầm rất chắc tay, phần nắp có nút bật mở rất thuận tiện, đế bình có dán cao su chống ngã. Đóng gói cẩn thận. Rất hài lòng về sản phẩm này",1,6713082,5,1657893160,Trần Tùng Dương,1656993389
,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận nên không bị móp hộp. sản phẩm chính hãng nhìn tổng quan thì ok. chỉ có 1 điểm chưa thích trên sản phẩm là bình thiết kế phần xoay của nắp trong thân bình nên nhìn ko đẹp mắt. Giá cả hợp lý, nắp ly kín, dùng 1 chạm cũng khá ổn, phù hợp đối tượng các bạn làm văn phòng, ly giữ lạnh tốt., nhưng vẫn bin mồ hôi xung quanh miệng ly.",14,6161375,5,1623309204,LÊ QUANG HUY,1619367038
,Cực kì hài lòng,"Bình xịn :))). nắp có chốt khóa k sợ đổ nước. k bị rỉ nước.có lỗ thông hơi. đế su k bị thấm nước. giữ nhiệt lạnh chắc tầm 6 tiếng. Vì mình hay uống nước nên bình k đủ nước cho mình uống ^^ nên k biết nó giữ nhiệt đc mấy tiếng, mình bỏ nước mát nhưng sau 4 tiếng vẫn còn mát.",22,6193223,5,1618718907,Ethan Nguyen,1618392280
,Cực kì hài lòng,"Đã nhận được hàng, bình đẹp nha mọi người, hàng giao nhanh cực kì. Chưa sài nên không biết giữ lạnh được bao lâu",1,16688933,5,1680052149,Bui Thi Bich Thi,1679984627
,Cực kì hài lòng,"Mua hàng chiều ngày 06/03/2023. Nhận hàng sáng ngày 07/03/2023
Ly màu hồng có hoạ tiết giá 272,000
Ly màu đen giá 233,000
Giảm giá được 20,000
Hôm nay nhận 2 ly này là ly thứ 6 rồi. Nắp cải tiến so với mẫu cũ khá tiện lợi vì chỉ cần bật qua phải + nhấn là mở nắp. 
Có 1 vấn đề nhỏ là nếu miếng lò xo ở nắp gãy hoặc rỉ sét thì khi mở nắp chắc phải xoay mở luôn nắp bự ra mới uống đc. 
Chất lượng giữ nhiệt với mình là ổn.
Vỏ ly dễ trầy xước nếu bị rơi, va đập.
Hàng của Look & Look thì đẹp, chất lượng. Tiki giao hàng nhanh. Mình đánh giá 5⭐️ và sẽ mua tiếp những lần sau.",1,15199299,5,1678169471,Sương Hoa,1678086801
,Cực kì hài lòng,"Hôm qua mình mua 1 bình về vợ thấy thích quá. Nên đặt thêm cho vợ 1 bình nữa, mà sáng nay đã giao rồi, Tiki quá tuyệt vời luôn. Gói hàng chắn chắc, shipper thân thiện nữa. Không có chỗ nào chê luôn. 5 sao cho Tiki nha ❤
Nhưng mình hỏi xíu, là bình mình nhận thì nó có hơi hở với không kín. Không biết có thể khắc phục bằng cách nào không?",15,26562777,5,1656514886,Tùng Phạm,1656424950
,Rất không hài lòng,"Cũng là shop tick xanh uy tín chứ không phải là nơi bán hàng lẻ nào nhỏ cả, nhưng mà thật sự rất thất vọng khi nhận được hàng, sản phẩm đóng không kín nước đổ ra không biết làm cách nào khắc phục, giá cả cũng không hề rẻ so với mặt bằng chung sản phẩm, nhưng nhận lại là sự chăm sóc khách hàng không có tâm trong khi là 1 shop có uy tín, nếu sản phẩm đã không tốt sẵn thì tại sao không thẩm định trước khi bán?? Thôi coi như là 1 bài học, mong shop sẽ có khắc phục chứ như vầy rất thất vọng về sản phẩm",3,27287248,1,1652626350,rosa bt,1650598009
,Cực kì hài lòng,"Tiki giao hàng nhanh và đóng gói cẩn thận. Về thương hiệu LocknLock, mình đã sử dụng nhiều và thương hiệu khá uy tín về chất lượng và mẫu mã. Riêng sản phẩm này thì thiết kế vừa tay và chắc, mang phong cách tối giản, đẹp và hữu dụng. Mọi người luôn ủng hộ sản phẩm của LocknLock nhé 👌👌👌",1,15658950,5,1652500873,Nguyễn Trường Tuấn,1652251916
,Hài lòng,"Tiki giao hàng siêu nhanh. Tối khuya đặt hàng, chiều hôm sau đã nhận được. 
Đúng mẫu, đúng màu. 
Tuy nhiên phần nắm gài ko đc chắc chắn, phải ấn mạnh tay mới vào và rất nhạy, đụng nhẹ nút thôi là bung nắp bật ra rồi. 
Không biết các bình khác có bị trải nghiệm tương tự ko?
Mình đã mua 1 bình thế này từ Katinat nhưng rất chắc chắn và êm tay.",0,12454289,4,1676364717,Nguyet Anh,1676311263
,Cực kì hài lòng,"Bình đẹp lắm nha mn,chưa dùng nên ko đánh giá đc độ giữ nhiệt nhưng bình cầm rất ổn, chắc tay. Mình có gói TikiNow nên đặt buổi tối là 8h30 sáng hôm sau nhận hàng luôn, chưa bao giờ mua hàng online mà trải nghiệm tuyệt vời vậy luôn!",1,24835127,5,1644284475,Nam Phạm,1644235884
,Cực kì hài lòng,"Bình rất nhẹ, giữ nhiệt tốt, lớp ngoài nhám cầm rất chắc tay, phần nắp có nút bật mở rất thuận tiện, đế bình có dán cao su chống ngã. Đóng gói cẩn thận. Rất hài lòng về sản phẩm này",1,6713082,5,1657893160,Trần Tùng Dương,1656993389
,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận nên không bị móp hộp. sản phẩm chính hãng nhìn tổng quan thì ok. chỉ có 1 điểm chưa thích trên sản phẩm là bình thiết kế phần xoay của nắp trong thân bình nên nhìn ko đẹp mắt. Giá cả hợp lý, nắp ly kín, dùng 1 chạm cũng khá ổn, phù hợp đối tượng các bạn làm văn phòng, ly giữ lạnh tốt., nhưng vẫn bin mồ hôi xung quanh miệng ly.",14,6161375,5,1623309204,LÊ QUANG HUY,1619367038
,Cực kì hài lòng,"Bình xịn :))). nắp có chốt khóa k sợ đổ nước. k bị rỉ nước.có lỗ thông hơi. đế su k bị thấm nước. giữ nhiệt lạnh chắc tầm 6 tiếng. Vì mình hay uống nước nên bình k đủ nước cho mình uống ^^ nên k biết nó giữ nhiệt đc mấy tiếng, mình bỏ nước mát nhưng sau 4 tiếng vẫn còn mát.",22,6193223,5,1618718907,Ethan Nguyen,1618392280
,Cực kì hài lòng,"Đã nhận được hàng, bình đẹp nha mọi người, hàng giao nhanh cực kì. Chưa sài nên không biết giữ lạnh được bao lâu",1,16688933,5,1680052149,Bui Thi Bich Thi,1679984627
,Không hài lòng,"thiết bị lắp ráp nguồn điện pin điều khiển chìa khoá xe khởi động ,hoặc báo hiệu ,chống trôm ,sử dụng hợp lý ,điện qua pha sơ đồ công suất đoạn mạch kỹ thuật số vẽ hoa văn đối bút tích khắc việt hoa văn đồ hoạ quốc ngữ logo.",0,20681572,2,1658552631,TRẦN NGỌC SANG,1658044228
,Rất không hài lòng,"*** mẹ nó quảng cáo là hàng Indonesia mà nó giao cho mình hàng china, lắp vào khiến xe vẫn nháy 5 lần, chứng tỏ dùng lượng pin không đủ, pin đểu. Mọi người mua lên để ý shop này",0,27514977,1,1675414264,phan thanh thủy ,1675304625
,Cực kì hài lòng,Hàng giao nhanh. Chưa biết dung lượng pin ntn. Xài cho nến điện tử.,1,161480,5,1683437703,Nguyen Ngoc Hoang,1683429328
,Cực kì hài lòng,"Chưa sử dụng nên chưa biết, giá cả thì rẻ so với các loại khác. Giao hàng nhanh trong ngày.",1,7199203,5,1685175290,Thạch Long Phi,1685112038
,Cực kì hài lòng,"Sản phẩm chính hãng, chất lượng, giao hàng nhanh, đóng gói cẩn thận.",0,5785285,5,1686126412,Phan Văn Hiếu,1686051996
,Không hài lòng,Mặt sau không có chữ tiếng Việt như công bố !,0,20130592,2,1676694709,nguyen van trinh,1676606186
,Cực kì hài lòng,Chất lượng đang sử dụng chưa biết. Sản phẩm thấy chất lượng về hình dáng bên ngoài ❤️,0,25748222,5,1678105942,TonNy Đào,1675739468
,Hài lòng,giao hàng nhanh.chất lượng thì cần thời gian mới đánh giá đc,0,24664102,4,1683637618,nguyễn xuân thiện,1683512177
,Rất không hài lòng,Hình ảnh vỉ màu vàng mà giao lại màu đỏ là sao Shop?,0,8602065,1,1670990558,Nguyễn Tuấn Mạnh,1670893710
,Hài lòng,thấy ổn,0,23632672,4,1688401191,Anh chức,1687620569
,Không hài lòng,"thiết bị lắp ráp nguồn điện pin điều khiển chìa khoá xe khởi động ,hoặc báo hiệu ,chống trôm ,sử dụng hợp lý ,điện qua pha sơ đồ công suất đoạn mạch kỹ thuật số vẽ hoa văn đối bút tích khắc việt hoa văn đồ hoạ quốc ngữ logo.",0,20681572,2,1658552631,TRẦN NGỌC SANG,1658044228
,Rất không hài lòng,"*** mẹ nó quảng cáo là hàng Indonesia mà nó giao cho mình hàng china, lắp vào khiến xe vẫn nháy 5 lần, chứng tỏ dùng lượng pin không đủ, pin đểu. Mọi người mua lên để ý shop này",0,27514977,1,1675414264,phan thanh thủy ,1675304625
,Cực kì hài lòng,Hàng giao nhanh. Chưa biết dung lượng pin ntn. Xài cho nến điện tử.,1,161480,5,1683437703,Nguyen Ngoc Hoang,1683429328
,Cực kì hài lòng,"Chưa sử dụng nên chưa biết, giá cả thì rẻ so với các loại khác. Giao hàng nhanh trong ngày.",1,7199203,5,1685175290,Thạch Long Phi,1685112038
,Cực kì hài lòng,"Sản phẩm chính hãng, chất lượng, giao hàng nhanh, đóng gói cẩn thận.",0,5785285,5,1686126412,Phan Văn Hiếu,1686051996
,Không hài lòng,Mặt sau không có chữ tiếng Việt như công bố !,0,20130592,2,1676694709,nguyen van trinh,1676606186
,Cực kì hài lòng,Chất lượng đang sử dụng chưa biết. Sản phẩm thấy chất lượng về hình dáng bên ngoài ❤️,0,25748222,5,1678105942,TonNy Đào,1675739468
,Hài lòng,giao hàng nhanh.chất lượng thì cần thời gian mới đánh giá đc,0,24664102,4,1683637618,nguyễn xuân thiện,1683512177
,Rất không hài lòng,Hình ảnh vỉ màu vàng mà giao lại màu đỏ là sao Shop?,0,8602065,1,1670990558,Nguyễn Tuấn Mạnh,1670893710
,Hài lòng,thấy ổn,0,23632672,4,1688401191,Anh chức,1687620569
,Hài lòng,"Cây lau nhỏ quá, lau cũng tạm thôi. vì nhẹ nên độ bám không cao, hay bị bật ra ở phía gấp lại để vệ sinh giẻ lau, miếng lau không dôi ra nên lau các cạnh không sạch. Tóm lại lau diện tích nhỏ thì ok chứ lau dt lớn thì mình khuyên nên mua cây lau 360 loại tốt.
M",0,16185010,4,1671676276,Phuong Ngo,1632393957
,Cực kì hài lòng,"5 sao luôn nha mọi người. Đóng gói cẩn thận kỹ càng quá nè. Cây này lau sướng. Mình mua 2 cây rồi, về quên lại mua thêm cho nhà tiếp cây nữa. 
Lau sạch bụi, tóc (nhà ít rác thì khỏi phải quét nhà luôn kkk) 
Nói chung là xịn sò con bò. Thích. Nên mua nha (mua về xong bị đam mê lau nhà đừng trách tui á 😂😂 )",0,21634626,5,1690356107,Phương Thảo,1690131210
,Cực kì hài lòng,"Rất đẹp, chắc chắn, rất dễ tháo lắp cây ( chỉ cần vặn vào thôi) muốn tháo ra chỉ cần vặn ra, tiện dụng khi mang đi xa luôn, sản phẩm gọn, nhẹ và dễ lau chùi mọi ngốc ngách trong nhà và lau trần nhà nhẹ, dễ dàng không mỏi tay, cảm ơn shop vì sp tiện lợi, giá cả hợp lý!!!!",1,1040179,5,1673663690,Lê Đại Thảo Hòa,1673574568
,Cực kì hài lòng,"Sản phẩm đúng là có sự khác biệt so với các sản phẩm như tôi đã dùng lúc trước. Chổi lau hình chữ nhật giúp lau sạch hơn nhưng góc cạnh, chân tường nhà, diện tích bao phủ tốt hơn là chổi lau có bông lau.
Cơ chế giật và vắt của bộ lau nhà này cũng tốt và ưu việt, nước vắt khá khô ráo, bụi bẩn bám vào khăn cũng được gột sạch sau khi g9a85t bằng cách kéo lên nhúng xuống.
Tôi sẳn lòng giới thiệu sản phẩm cho các người quen của mình. Cảm ơn Parroti.",0,10144147,5,1671432953,Hoang P,1670477575
,Cực kì hài lòng,"Thùng vắt trông xinh xắn, nhựa đẹp ra phết. Rẻ lau dầy hơn các loại khác mình mua, nên khá ăn được bẩn, bụi, bác nào ấn được gậy càng mạnh nhà càng sạch. Như em cầm cây gậy lau nhà này vừa tầm tay, ấn vừa phải là cũng lau được nhà khá ổn rồi.",0,6895086,5,1679878855,Trinh Thuy Dung,1679561693
,Cực kì hài lòng,"Sản phẩm rất ok, đáng tiền. Được kèm 3 miếng lau, có thể dùng lau kính cửa, sàn nhà riêng. Vắt khô lau cực sạch bụi bẩn, đi mát chân hẳn. Cán lắp dễ dàng.  Tay nắm đệm cao su mềm cho cảm giác cầm nắm em tay. Bàn lau gấp lại rất nhạy và chuẩn giúp dễ đặt vô thùng kéo lên xuống. Vắt bên ngăn khô nước chảy về ngăn chưa luôn. Thích ?",31,912051,5,1627098075,Mai Van Thuan,1625813340
,Cực kì hài lòng,"Mình đọc review khá nhiều trước khi ra quyết định chọn Parroti. Hàng đóng gói cẩn thận, thử dùng khá ok, cây lau nhẹ không nặng, có thể điều chỉnh chiều dài. Khả năng vắt cũng ổn không bị xĩnh nước. 
Còn về độ bền thì để sử dụng thêm nha.",1,12685995,5,1662299930,Nguyễn Thị Thùy Linh,1662274704
,Cực kì hài lòng,"Ui trùi, lần đầu tiên mua được cây lau nhà xịn xò như này, tất cả là nhờ ơn Tiki nhờ rìviu của khách hàng đánh giá 🥰. Cám ơn Parroti đã mang đến cho người tiêu dùng sp chất lượng.  Về độ bền thì chưa biết nhưng đã dùng thử thì thấy đáng tiền lắm mọi người ạ. Muốn mua thêm cho mẹ nữa. Cám ơn shop,  cám ơn anh shippo nhiệt tình dễ thương 🥰",1,6122544,5,1651743456,Nguyễn Thị Hồng ,1651474197
,Cực kì hài lòng,"Rất đáng để mua các bạn nhé
Có tặng kèm 3 miếng lau riêng nên lau nhà lau kính thoải mái mà ko sợ bẩn
Tháo lắp rất dễ dàng
Thùng đựng nước cũng nhỏ gọn nên xách nhẹ lắm luôn
Mìh mua 1 bộ xong dùng rất phù hợp nên mua tiếp bộ nữa đi tặng",8,12039828,5,1628674416,Hoàng Thị Phượng,1633874318
,Cực kì hài lòng,"Mình đã mua 1 bộ không rõ nguồn gốc sài khá dỏm, miếng lau dễ bị bung ra khi giặt và xả, bộ này của Parroti tuyệt vời, khắc phục được nhược điểm đó do có nam châm hít tấm lau vào đế, bao giặt xả các kiểu, cây lau cũng êm tay và nhẹ, đầu chổi xoay linh động, dễ kiểm soát, không cần dùng sức",10,8493525,5,1629895935,Hoàng Linh,1625933673
,Hài lòng,"Cây lau nhỏ quá, lau cũng tạm thôi. vì nhẹ nên độ bám không cao, hay bị bật ra ở phía gấp lại để vệ sinh giẻ lau, miếng lau không dôi ra nên lau các cạnh không sạch. Tóm lại lau diện tích nhỏ thì ok chứ lau dt lớn thì mình khuyên nên mua cây lau 360 loại tốt.
M",0,16185010,4,1671676276,Phuong Ngo,1632393957
,Cực kì hài lòng,"5 sao luôn nha mọi người. Đóng gói cẩn thận kỹ càng quá nè. Cây này lau sướng. Mình mua 2 cây rồi, về quên lại mua thêm cho nhà tiếp cây nữa. 
Lau sạch bụi, tóc (nhà ít rác thì khỏi phải quét nhà luôn kkk) 
Nói chung là xịn sò con bò. Thích. Nên mua nha (mua về xong bị đam mê lau nhà đừng trách tui á 😂😂 )",0,21634626,5,1690356107,Phương Thảo,1690131210
,Cực kì hài lòng,"Rất đẹp, chắc chắn, rất dễ tháo lắp cây ( chỉ cần vặn vào thôi) muốn tháo ra chỉ cần vặn ra, tiện dụng khi mang đi xa luôn, sản phẩm gọn, nhẹ và dễ lau chùi mọi ngốc ngách trong nhà và lau trần nhà nhẹ, dễ dàng không mỏi tay, cảm ơn shop vì sp tiện lợi, giá cả hợp lý!!!!",1,1040179,5,1673663690,Lê Đại Thảo Hòa,1673574568
,Cực kì hài lòng,"Sản phẩm đúng là có sự khác biệt so với các sản phẩm như tôi đã dùng lúc trước. Chổi lau hình chữ nhật giúp lau sạch hơn nhưng góc cạnh, chân tường nhà, diện tích bao phủ tốt hơn là chổi lau có bông lau.
Cơ chế giật và vắt của bộ lau nhà này cũng tốt và ưu việt, nước vắt khá khô ráo, bụi bẩn bám vào khăn cũng được gột sạch sau khi g9a85t bằng cách kéo lên nhúng xuống.
Tôi sẳn lòng giới thiệu sản phẩm cho các người quen của mình. Cảm ơn Parroti.",0,10144147,5,1671432953,Hoang P,1670477575
,Cực kì hài lòng,"Thùng vắt trông xinh xắn, nhựa đẹp ra phết. Rẻ lau dầy hơn các loại khác mình mua, nên khá ăn được bẩn, bụi, bác nào ấn được gậy càng mạnh nhà càng sạch. Như em cầm cây gậy lau nhà này vừa tầm tay, ấn vừa phải là cũng lau được nhà khá ổn rồi.",0,6895086,5,1679878855,Trinh Thuy Dung,1679561693
,Cực kì hài lòng,"Sản phẩm rất ok, đáng tiền. Được kèm 3 miếng lau, có thể dùng lau kính cửa, sàn nhà riêng. Vắt khô lau cực sạch bụi bẩn, đi mát chân hẳn. Cán lắp dễ dàng.  Tay nắm đệm cao su mềm cho cảm giác cầm nắm em tay. Bàn lau gấp lại rất nhạy và chuẩn giúp dễ đặt vô thùng kéo lên xuống. Vắt bên ngăn khô nước chảy về ngăn chưa luôn. Thích ?",31,912051,5,1627098075,Mai Van Thuan,1625813340
,Cực kì hài lòng,"Mình đọc review khá nhiều trước khi ra quyết định chọn Parroti. Hàng đóng gói cẩn thận, thử dùng khá ok, cây lau nhẹ không nặng, có thể điều chỉnh chiều dài. Khả năng vắt cũng ổn không bị xĩnh nước. 
Còn về độ bền thì để sử dụng thêm nha.",1,12685995,5,1662299930,Nguyễn Thị Thùy Linh,1662274704
,Cực kì hài lòng,"Ui trùi, lần đầu tiên mua được cây lau nhà xịn xò như này, tất cả là nhờ ơn Tiki nhờ rìviu của khách hàng đánh giá 🥰. Cám ơn Parroti đã mang đến cho người tiêu dùng sp chất lượng.  Về độ bền thì chưa biết nhưng đã dùng thử thì thấy đáng tiền lắm mọi người ạ. Muốn mua thêm cho mẹ nữa. Cám ơn shop,  cám ơn anh shippo nhiệt tình dễ thương 🥰",1,6122544,5,1651743456,Nguyễn Thị Hồng ,1651474197
,Cực kì hài lòng,"Rất đáng để mua các bạn nhé
Có tặng kèm 3 miếng lau riêng nên lau nhà lau kính thoải mái mà ko sợ bẩn
Tháo lắp rất dễ dàng
Thùng đựng nước cũng nhỏ gọn nên xách nhẹ lắm luôn
Mìh mua 1 bộ xong dùng rất phù hợp nên mua tiếp bộ nữa đi tặng",8,12039828,5,1628674416,Hoàng Thị Phượng,1633874318
,Cực kì hài lòng,"Mình đã mua 1 bộ không rõ nguồn gốc sài khá dỏm, miếng lau dễ bị bung ra khi giặt và xả, bộ này của Parroti tuyệt vời, khắc phục được nhược điểm đó do có nam châm hít tấm lau vào đế, bao giặt xả các kiểu, cây lau cũng êm tay và nhẹ, đầu chổi xoay linh động, dễ kiểm soát, không cần dùng sức",10,8493525,5,1629895935,Hoàng Linh,1625933673
,Cực kì hài lòng,"Sản phẩm nhận không có hộp của Nagakawa, không biết do đó giờ hàng gia dụng của Nagakawa là như vậy thôi hay sao nữa. Sản phẩm nặng, sạch sẽ. Giao nhanh. Nấu được 1 lần nên chưa thấy gì không ổn.
Màu đẹp, nấu được bếp từ luôn.",0,11484131,5,1665812759,Võ Lê Thuý Ngân,1665760552
,Cực kì hài lòng,"Dùng được tầm 1 tháng rồi, mình thấy OK lắm nha. Ngoại hình cũng đẹp nữa!
Có mấy cái hình chụp nấu ăn trên chảo này cho mọi người xem nha. Mình dùng bếp từ 😁",0,715139,5,1689942366,Đỗ Quang Thiện,1686040881
